file,psnr,ssim,lpips
ROIs1970_fall_s1_8_p344.png,18.055403392267696,0.55986017,0.5562329292297363
ROIs1970_fall_s1_8_p345.png,18.08327121672818,0.5596202,0.6019850969314575
ROIs1970_fall_s1_8_p342.png,18.055923841515053,0.52777326,0.6147672533988953
ROIs1970_fall_s1_8_p343.png,18.037752951511262,0.53537315,0.5708718299865723
ROIs1970_fall_s1_8_p341.png,18.0832543143421,0.52648634,0.6110591292381287
AVERAGE,18.06312114327286,0.5418226242065429,0.590983247756958
